Golfer,Event,Year,Round,Score,Location,Date
Paul Casey,PGA Championship,2017,4,0,Charlotte,8/13/17
Bubba Watson,PGA Championship,2017,1,6,Charlotte,8/10/17
Bubba Watson,PGA Championship,2017,2,1,Charlotte,8/11/17
Gary Woodland,PGA Championship,2017,1,-3,Charlotte,8/10/17
Gary Woodland,PGA Championship,2017,2,3,Charlotte,8/11/17
Gary Woodland,PGA Championship,2017,3,-2,Charlotte,8/12/17
Gary Woodland,PGA Championship,2017,4,3,Charlotte,8/13/17
Marc Leishman,PGA Championship,2017,1,4,Charlotte,8/10/17
Marc Leishman,PGA Championship,2017,2,0,Charlotte,8/11/17
Marc Leishman,PGA Championship,2017,3,0,Charlotte,8/12/17
Marc Leishman,PGA Championship,2017,4,-4,Charlotte,8/13/17
Cameron Smith,PGA Championship,2017,1,4,Charlotte,8/10/17
Cameron Smith,PGA Championship,2017,2,11,Charlotte,8/11/17
Justin Rose,US Open,2017,1,0,"Erin, Wisconsin",6/15/17
Justin Rose,US Open,2017,2,2,"Erin, Wisconsin",6/16/17
Dustin Johnson,US Open,2017,1,3,"Erin, Wisconsin",6/15/17
Dustin Johnson,US Open,2017,2,1,"Erin, Wisconsin",6/16/17
Justin Thomas,US Open,2017,1,1,"Erin, Wisconsin",6/15/17
Justin Thomas,US Open,2017,2,-3,"Erin, Wisconsin",6/16/17
Justin Thomas,US Open,2017,3,-9,"Erin, Wisconsin",6/17/17
Justin Thomas,US Open,2017,4,3,"Erin, Wisconsin",6/18/17
Bryson DeChambeau,US Open,2017,1,2,"Erin, Wisconsin",6/15/17
Bryson DeChambeau,US Open,2017,2,4,"Erin, Wisconsin",6/16/17
Jon Rahm,US Open,2017,1,4,"Erin, Wisconsin",6/15/17
Jon Rahm,US Open,2017,2,1,"Erin, Wisconsin",6/16/17
Rickie Fowler,US Open,2017,1,-7,"Erin, Wisconsin",6/15/17
Rickie Fowler,US Open,2017,2,1,"Erin, Wisconsin",6/16/17
Rickie Fowler,US Open,2017,3,-4,"Erin, Wisconsin",6/17/17
Rickie Fowler,US Open,2017,4,0,"Erin, Wisconsin",6/18/17
Rory McIlroy,US Open,2017,1,6,"Erin, Wisconsin",6/15/17
Rory McIlroy,US Open,2017,2,-1,"Erin, Wisconsin",6/16/17
Francesco Molinari,US Open,2017,1,2,"Erin, Wisconsin",6/15/17
Francesco Molinari,US Open,2017,2,1,"Erin, Wisconsin",6/16/17
Richie Ramsay,US Open,2017,1,1,"Erin, Wisconsin",6/15/17
Richie Ramsay,US Open,2017,2,1,"Erin, Wisconsin",6/16/17
William McGirt,US Open,2017,1,-2,"Erin, Wisconsin",6/15/17
William McGirt,US Open,2017,2,-1,"Erin, Wisconsin",6/16/17
William McGirt,US Open,2017,3,7,"Erin, Wisconsin",6/17/17
William McGirt,US Open,2017,4,3,"Erin, Wisconsin",6/18/17
Jason Day,US Open,2017,1,7,"Erin, Wisconsin",6/15/17
Jason Day,US Open,2017,2,3,"Erin, Wisconsin",6/16/17
Paul Casey,US Open,2017,1,-6,"Erin, Wisconsin",6/15/17
Paul Casey,US Open,2017,2,-1,"Erin, Wisconsin",6/16/17
Paul Casey,US Open,2017,3,3,"Erin, Wisconsin",6/17/17
Paul Casey,US Open,2017,4,2,"Erin, Wisconsin",6/18/17
Bubba Watson,US Open,2017,1,3,"Erin, Wisconsin",6/15/17
Bubba Watson,US Open,2017,2,1,"Erin, Wisconsin",6/16/17
Gary Woodland,US Open,2017,1,0,"Erin, Wisconsin",6/15/17
Gary Woodland,US Open,2017,2,1,"Erin, Wisconsin",6/16/17
Gary Woodland,US Open,2017,3,1,"Erin, Wisconsin",6/17/17
Gary Woodland,US Open,2017,4,2,"Erin, Wisconsin",6/18/17
Marc Leishman,US Open,2017,1,-4,"Erin, Wisconsin",6/15/17
Marc Leishman,US Open,2017,2,0,"Erin, Wisconsin",6/16/17
Marc Leishman,US Open,2017,3,0,"Erin, Wisconsin",6/17/17
Marc Leishman,US Open,2017,4,3,"Erin, Wisconsin",6/18/17
Justin Rose,Open Championship,2016,1,-3,Glasgow,7/14/16
Justin Rose,Open Championship,2016,2,6,Glasgow,7/15/16
Justin Rose,Open Championship,2016,3,-1,Glasgow,7/16/16
Justin Rose,Open Championship,2016,4,-1,Glasgow,7/17/16
Dustin Johnson,Open Championship,2016,1,0,Glasgow,7/14/16
Dustin Johnson,Open Championship,2016,2,-2,Glasgow,7/15/16
Dustin Johnson,Open Championship,2016,3,1,Glasgow,7/16/16
Dustin Johnson,Open Championship,2016,4,-1,Glasgow,7/17/16
Justin Thomas,Open Championship,2016,1,-4,Glasgow,7/14/16
Justin Thomas,Open Championship,2016,2,6,Glasgow,7/15/16
Justin Thomas,Open Championship,2016,3,3,Glasgow,7/16/16
Justin Thomas,Open Championship,2016,4,2,Glasgow,7/17/16
Jon Rahm,Open Championship,2016,1,3,Glasgow,7/14/16
Jon Rahm,Open Championship,2016,2,0,Glasgow,7/15/16
Jon Rahm,Open Championship,2016,3,2,Glasgow,7/16/16
Jon Rahm,Open Championship,2016,4,4,Glasgow,7/17/16
Rickie Fowler,Open Championship,2016,1,-2,Glasgow,7/14/16
Rickie Fowler,Open Championship,2016,2,1,Glasgow,7/15/16
Rickie Fowler,Open Championship,2016,3,5,Glasgow,7/16/16
Rickie Fowler,Open Championship,2016,4,2,Glasgow,7/17/16
Rory McIlroy,Open Championship,2016,1,-2,Glasgow,7/14/16
Rory McIlroy,Open Championship,2016,2,0,Glasgow,7/15/16
Rory McIlroy,Open Championship,2016,3,2,Glasgow,7/16/16
Rory McIlroy,Open Championship,2016,4,-4,Glasgow,7/17/16
Francesco Molinari,Open Championship,2016,1,-2,Glasgow,7/14/16
Francesco Molinari,Open Championship,2016,2,0,Glasgow,7/15/16
Francesco Molinari,Open Championship,2016,3,2,Glasgow,7/16/16
Francesco Molinari,Open Championship,2016,4,3,Glasgow,7/17/16
Richie Ramsay,Open Championship,2016,1,2,Glasgow,7/14/16
Richie Ramsay,Open Championship,2016,2,3,Glasgow,7/15/16
William McGirt,Open Championship,2016,1,4,Glasgow,7/14/16
William McGirt,Open Championship,2016,2,1,Glasgow,7/15/16
Jason Day,Open Championship,2016,1,2,Glasgow,7/14/16
Jason Day,Open Championship,2016,2,-1,Glasgow,7/15/16
Jason Day,Open Championship,2016,3,0,Glasgow,7/16/16
Jason Day,Open Championship,2016,4,0,Glasgow,7/17/16
Tony Finau,Open Championship,2016,1,-4,Glasgow,7/14/16
Tony Finau,Open Championship,2016,2,0,Glasgow,7/15/16
Tony Finau,Open Championship,2016,3,1,Glasgow,7/16/16
Tony Finau,Open Championship,2016,4,3,Glasgow,7/17/16
Paul Casey,Open Championship,2016,1,6,Glasgow,7/14/16
Paul Casey,Open Championship,2016,2,3,Glasgow,7/15/16
Bubba Watson,Open Championship,2016,1,-1,Glasgow,7/14/16
Bubba Watson,Open Championship,2016,2,5,Glasgow,7/15/16
Bubba Watson,Open Championship,2016,3,1,Glasgow,7/16/16
Bubba Watson,Open Championship,2016,4,-1,Glasgow,7/17/16
Gary Woodland,Open Championship,2016,1,-2,Glasgow,7/14/16
Gary Woodland,Open Championship,2016,2,2,Glasgow,7/15/16
Gary Woodland,Open Championship,2016,3,0,Glasgow,7/16/16
Gary Woodland,Open Championship,2016,4,-1,Glasgow,7/17/16
Marc Leishman,Open Championship,2016,1,3,Glasgow,7/14/16
Marc Leishman,Open Championship,2016,2,-2,Glasgow,7/15/16
Marc Leishman,Open Championship,2016,3,4,Glasgow,7/16/16
Marc Leishman,Open Championship,2016,4,2,Glasgow,7/17/16
Justin Rose,Houston Open,2018,1,-4,Houston,3/29/18
Justin Rose,Houston Open,2018,2,-3,Houston,3/30/18
Justin Rose,Houston Open,2018,3,0,Houston,3/31/18
Justin Rose,Houston Open,2018,4,0,Houston,4/1/18
Rickie Fowler,Houston Open,2018,1,-6,Houston,3/29/18
Rickie Fowler,Houston Open,2018,2,-4,Houston,3/30/18
Rickie Fowler,Houston Open,2018,3,1,Houston,3/31/18
Rickie Fowler,Houston Open,2018,4,1,Houston,4/1/18
Keith Mitchell,Houston Open,2018,1,-5,Houston,3/29/18
Keith Mitchell,Houston Open,2018,2,-1,Houston,3/30/18
Keith Mitchell,Houston Open,2018,3,-5,Houston,3/31/18
Keith Mitchell,Houston Open,2018,4,-3,Houston,4/1/18
Nick Watney,Houston Open,2018,1,-1,Houston,3/29/18
Nick Watney,Houston Open,2018,2,-3,Houston,3/30/18
Nick Watney,Houston Open,2018,3,-3,Houston,3/31/18
Nick Watney,Houston Open,2018,4,-2,Houston,4/1/18
Peter Malnati,Houston Open,2018,1,0,Houston,3/29/18
Peter Malnati,Houston Open,2018,2,-1,Houston,3/30/18
William McGirt,Houston Open,2018,1,-1,Houston,3/29/18
William McGirt,Houston Open,2018,2,-1,Houston,3/30/18
Tony Finau,Houston Open,2018,1,-2,Houston,3/29/18
Tony Finau,Houston Open,2018,2,-2,Houston,3/30/18
Tony Finau,Houston Open,2018,3,-3,Houston,3/31/18
Tony Finau,Houston Open,2018,4,-3,Houston,4/1/18
Justin Rose,Houston Open,2017,1,-5,Houston,3/30/17
Justin Rose,Houston Open,2017,2,-1,Houston,3/31/17
Justin Rose,Houston Open,2017,3,1,Houston,4/1/17
Justin Rose,Houston Open,2017,4,-2,Houston,4/2/17
Bryson DeChambeau,Houston Open,2017,1,-1,Houston,3/30/17
Bryson DeChambeau,Houston Open,2017,2,-4,Houston,3/31/17
Bryson DeChambeau,Houston Open,2017,3,6,Houston,4/1/17
Bryson DeChambeau,Houston Open,2017,4,-3,Houston,4/2/17
Jon Rahm,Houston Open,2017,1,-1,Houston,3/30/17
Jon Rahm,Houston Open,2017,2,0,Houston,3/31/17
Jon Rahm,Houston Open,2017,3,-3,Houston,4/1/17
Jon Rahm,Houston Open,2017,4,-5,Houston,4/2/17
Rickie Fowler,Houston Open,2017,1,-8,Houston,3/30/17
Rickie Fowler,Houston Open,2017,2,-1,Houston,3/31/17
Rickie Fowler,Houston Open,2017,3,-5,Houston,4/1/17
Rickie Fowler,Houston Open,2017,4,-2,Houston,4/2/17
Nick Watney,Houston Open,2017,1,4,Houston,3/30/17
Nick Watney,Houston Open,2017,2,5,Houston,3/31/17
Peter Malnati,Houston Open,2017,1,3,Houston,3/30/17
Peter Malnati,Houston Open,2017,2,0,Houston,3/31/17
Tony Finau,Houston Open,2017,1,-1,Houston,3/30/17
Tony Finau,Houston Open,2017,2,1,Houston,3/31/17
Tony Finau,Houston Open,2017,3,0,Houston,4/1/17
Tony Finau,Houston Open,2017,4,-4,Houston,4/2/17
Cameron Smith,Houston Open,2017,1,0,Houston,3/30/17
Cameron Smith,Houston Open,2017,2,2,Houston,3/31/17
Brooks Koepka,Houston Open,2016,1,3,Houston,3/31/16
Brooks Koepka,Houston Open,2016,2,-2,Houston,4/1/16
Dustin Johnson,Houston Open,2016,1,-7,Houston,3/31/16
Dustin Johnson,Houston Open,2016,2,-1,Houston,4/1/16
Dustin Johnson,Houston Open,2016,3,-2,Houston,4/2/16
Dustin Johnson,Houston Open,2016,4,-3,Houston,4/3/16
Rickie Fowler,Houston Open,2016,1,-3,Houston,3/31/16
Rickie Fowler,Houston Open,2016,2,-2,Houston,4/1/16
Rickie Fowler,Houston Open,2016,3,-2,Houston,4/2/16
Rickie Fowler,Houston Open,2016,4,-2,Houston,4/3/16
Peter Malnati,Houston Open,2016,1,-3,Houston,3/31/16
Peter Malnati,Houston Open,2016,2,4,Houston,4/1/16
William McGirt,Houston Open,2016,1,-2,Houston,3/31/16
William McGirt,Houston Open,2016,2,4,Houston,4/1/16
Tony Finau,Houston Open,2016,1,-4,Houston,3/31/16
Tony Finau,Houston Open,2016,2,4,Houston,4/1/16
Gary Woodland,Houston Open,2016,1,-3,Houston,3/31/16
Gary Woodland,Houston Open,2016,2,0,Houston,4/1/16
Gary Woodland,Houston Open,2016,3,-1,Houston,4/2/16
Gary Woodland,Houston Open,2016,4,0,Houston,4/3/16
Cameron Smith,Houston Open,2016,1,-3,Houston,3/31/16
Cameron Smith,Houston Open,2016,2,0,Houston,4/1/16
Cameron Smith,Houston Open,2016,3,0,Houston,4/2/16
Cameron Smith,Houston Open,2016,4,-3,Houston,4/3/16
Justin Rose,Houston Open,2015,1,-3,Houston,4/2/15
Justin Rose,Houston Open,2015,2,-4,Houston,4/3/15
Justin Rose,Houston Open,2015,3,0,Houston,4/4/15
Justin Rose,Houston Open,2015,4,0,Houston,4/5/15
Justin Thomas,Houston Open,2015,1,-1,Houston,4/2/15
Justin Thomas,Houston Open,2015,2,-4,Houston,4/3/15
Justin Thomas,Houston Open,2015,3,1,Houston,4/4/15
Justin Thomas,Houston Open,2015,4,-1,Houston,4/5/15
Rickie Fowler,Houston Open,2015,1,-3,Houston,4/2/15
Rickie Fowler,Houston Open,2015,2,-3,Houston,4/3/15
Rickie Fowler,Houston Open,2015,3,5,Houston,4/4/15
Rickie Fowler,Houston Open,2015,4,4,Houston,4/5/15
Francesco Molinari,Houston Open,2015,1,-2,Houston,4/2/15
Francesco Molinari,Houston Open,2015,2,-2,Houston,4/3/15
Francesco Molinari,Houston Open,2015,3,2,Houston,4/4/15
Francesco Molinari,Houston Open,2015,4,-1,Houston,4/5/15
Nick Watney,Houston Open,2015,1,-3,Houston,4/2/15
Nick Watney,Houston Open,2015,2,-4,Houston,4/3/15
Nick Watney,Houston Open,2015,3,1,Houston,4/4/15
Nick Watney,Houston Open,2015,4,-2,Houston,4/5/15
Tony Finau,Houston Open,2015,1,-3,Houston,4/2/15
Tony Finau,Houston Open,2015,2,-4,Houston,4/3/15
Tony Finau,Houston Open,2015,3,5,Houston,4/4/15
Tony Finau,Houston Open,2015,4,-4,Houston,4/5/15
Paul Casey,Houston Open,2015,1,-4,Houston,4/2/15
Paul Casey,Houston Open,2015,2,-3,Houston,4/3/15
Paul Casey,Houston Open,2015,3,-4,Houston,4/4/15
Paul Casey,Houston Open,2015,4,-1,Houston,4/5/15
Justin Rose,PGA Championship,2015,1,-3,"Kohler, Wisconsin",8/13/15
Justin Rose,PGA Championship,2015,2,-5,"Kohler, Wisconsin",8/14/15
Justin Rose,PGA Championship,2015,3,-4,"Kohler, Wisconsin",8/15/15
Justin Rose,PGA Championship,2015,4,-2,"Kohler, Wisconsin",8/16/15
Brooks Koepka,PGA Championship,2015,1,1,"Kohler, Wisconsin",8/13/15
Brooks Koepka,PGA Championship,2015,2,-3,"Kohler, Wisconsin",8/14/15
Brooks Koepka,PGA Championship,2015,3,-5,"Kohler, Wisconsin",8/15/15
Brooks Koepka,PGA Championship,2015,4,-6,"Kohler, Wisconsin",8/16/15
Dustin Johnson,PGA Championship,2015,1,-6,"Kohler, Wisconsin",8/13/15
Dustin Johnson,PGA Championship,2015,2,1,"Kohler, Wisconsin",8/14/15
Dustin Johnson,PGA Championship,2015,3,-4,"Kohler, Wisconsin",8/15/15
Dustin Johnson,PGA Championship,2015,4,-3,"Kohler, Wisconsin",8/16/15
Justin Thomas,PGA Championship,2015,1,0,"Kohler, Wisconsin",8/13/15
Justin Thomas,PGA Championship,2015,2,-2,"Kohler, Wisconsin",8/14/15
Justin Thomas,PGA Championship,2015,3,-4,"Kohler, Wisconsin",8/15/15
Justin Thomas,PGA Championship,2015,4,-2,"Kohler, Wisconsin",8/16/15
Rickie Fowler,PGA Championship,2015,1,1,"Kohler, Wisconsin",8/13/15
Rickie Fowler,PGA Championship,2015,2,-2,"Kohler, Wisconsin",8/14/15
Rickie Fowler,PGA Championship,2015,3,-2,"Kohler, Wisconsin",8/15/15
Rickie Fowler,PGA Championship,2015,4,-1,"Kohler, Wisconsin",8/16/15
Rory McIlroy,PGA Championship,2015,1,-1,"Kohler, Wisconsin",8/13/15
Rory McIlroy,PGA Championship,2015,2,-1,"Kohler, Wisconsin",8/14/15
Rory McIlroy,PGA Championship,2015,3,-4,"Kohler, Wisconsin",8/15/15
Rory McIlroy,PGA Championship,2015,4,-3,"Kohler, Wisconsin",8/16/15
Francesco Molinari,PGA Championship,2015,1,-1,"Kohler, Wisconsin",8/13/15
Francesco Molinari,PGA Championship,2015,2,1,"Kohler, Wisconsin",8/14/15
Francesco Molinari,PGA Championship,2015,3,-3,"Kohler, Wisconsin",8/15/15
Francesco Molinari,PGA Championship,2015,4,3,"Kohler, Wisconsin",8/16/15
Nick Watney,PGA Championship,2015,1,6,"Kohler, Wisconsin",8/13/15
Nick Watney,PGA Championship,2015,2,-4,"Kohler, Wisconsin",8/14/15
Nick Watney,PGA Championship,2015,3,-4,"Kohler, Wisconsin",8/15/15
Nick Watney,PGA Championship,2015,4,-2,"Kohler, Wisconsin",8/16/15
Richie Ramsay,PGA Championship,2015,1,9,"Kohler, Wisconsin",8/13/15
Richie Ramsay,PGA Championship,2015,2,-5,"Kohler, Wisconsin",8/14/15
Tony Finau,PGA Championship,2015,1,-1,"Kohler, Wisconsin",8/13/15
Tony Finau,PGA Championship,2015,2,-6,"Kohler, Wisconsin",8/14/15
Tony Finau,PGA Championship,2015,3,-3,"Kohler, Wisconsin",8/15/15
Tony Finau,PGA Championship,2015,4,-1,"Kohler, Wisconsin",8/16/15
Paul Casey,PGA Championship,2015,1,-2,"Kohler, Wisconsin",8/13/15
Paul Casey,PGA Championship,2015,2,-2,"Kohler, Wisconsin",8/14/15
Paul Casey,PGA Championship,2015,3,-2,"Kohler, Wisconsin",8/15/15
Paul Casey,PGA Championship,2015,4,2,"Kohler, Wisconsin",8/16/15
Bubba Watson,PGA Championship,2015,1,0,"Kohler, Wisconsin",8/13/15
Bubba Watson,PGA Championship,2015,2,-1,"Kohler, Wisconsin",8/14/15
Bubba Watson,PGA Championship,2015,3,-2,"Kohler, Wisconsin",8/15/15
Bubba Watson,PGA Championship,2015,4,-4,"Kohler, Wisconsin",8/16/15
Marc Leishman,PGA Championship,2015,1,7,"Kohler, Wisconsin",8/13/15
Marc Leishman,PGA Championship,2015,2,-4,"Kohler, Wisconsin",8/14/15
Cameron Smith,PGA Championship,2015,1,2,"Kohler, Wisconsin",8/13/15
Cameron Smith,PGA Championship,2015,2,-4,"Kohler, Wisconsin",8/14/15
Cameron Smith,PGA Championship,2015,3,-2,"Kohler, Wisconsin",8/15/15
Cameron Smith,PGA Championship,2015,4,-1,"Kohler, Wisconsin",8/16/15
Justin Rose,The Players,2018,1,-4,Ponte Vedra,5/10/18
Justin Rose,The Players,2018,2,0,Ponte Vedra,5/11/18
Justin Rose,The Players,2018,3,1,Ponte Vedra,5/12/18
Justin Rose,The Players,2018,4,-6,Ponte Vedra,5/13/18
Brooks Koepka,The Players,2018,1,-2,Ponte Vedra,5/10/18
Brooks Koepka,The Players,2018,2,-2,Ponte Vedra,5/11/18
Brooks Koepka,The Players,2018,3,2,Ponte Vedra,5/12/18
Brooks Koepka,The Players,2018,4,-9,Ponte Vedra,5/13/18
Dustin Johnson,The Players,2018,1,-6,Ponte Vedra,5/10/18
Dustin Johnson,The Players,2018,2,-1,Ponte Vedra,5/11/18
Dustin Johnson,The Players,2018,3,-3,Ponte Vedra,5/12/18
Dustin Johnson,The Players,2018,4,0,Ponte Vedra,5/13/18
Justin Thomas,The Players,2018,1,1,Ponte Vedra,5/10/18
Justin Thomas,The Players,2018,2,-2,Ponte Vedra,5/11/18
Justin Thomas,The Players,2018,3,-4,Ponte Vedra,5/12/18
Justin Thomas,The Players,2018,4,-6,Ponte Vedra,5/13/18
Bryson DeChambeau,The Players,2018,1,-2,Ponte Vedra,5/10/18
Bryson DeChambeau,The Players,2018,2,-5,Ponte Vedra,5/11/18
Bryson DeChambeau,The Players,2018,3,1,Ponte Vedra,5/12/18
Bryson DeChambeau,The Players,2018,4,-1,Ponte Vedra,5/13/18
Jon Rahm,The Players,2018,1,-4,Ponte Vedra,5/10/18
Jon Rahm,The Players,2018,2,-2,Ponte Vedra,5/11/18
Jon Rahm,The Players,2018,3,5,Ponte Vedra,5/12/18
Jon Rahm,The Players,2018,4,-2,Ponte Vedra,5/13/18
Rickie Fowler,The Players,2018,1,2,Ponte Vedra,5/10/18
Rickie Fowler,The Players,2018,2,-1,Ponte Vedra,5/11/18
Rory McIlroy,The Players,2018,1,-1,Ponte Vedra,5/10/18
Rory McIlroy,The Players,2018,2,2,Ponte Vedra,5/11/18
Francesco Molinari,The Players,2018,1,1,Ponte Vedra,5/10/18
Francesco Molinari,The Players,2018,2,1,Ponte Vedra,5/11/18
Keith Mitchell,The Players,2018,1,-5,Ponte Vedra,5/10/18
Keith Mitchell,The Players,2018,2,3,Ponte Vedra,5/11/18
Keith Mitchell,The Players,2018,3,6,Ponte Vedra,5/12/18
Nick Watney,The Players,2018,1,-2,Ponte Vedra,5/10/18
Nick Watney,The Players,2018,2,0,Ponte Vedra,5/11/18
Nick Watney,The Players,2018,3,0,Ponte Vedra,5/12/18
Nick Watney,The Players,2018,4,-5,Ponte Vedra,5/13/18
William McGirt,The Players,2018,1,1,Ponte Vedra,5/10/18
William McGirt,The Players,2018,2,2,Ponte Vedra,5/11/18
Jason Day,The Players,2018,1,-3,Ponte Vedra,5/10/18
Jason Day,The Players,2018,2,-5,Ponte Vedra,5/11/18
Jason Day,The Players,2018,3,-1,Ponte Vedra,5/12/18
Jason Day,The Players,2018,4,-4,Ponte Vedra,5/13/18
Tony Finau,The Players,2018,1,-2,Ponte Vedra,5/10/18
Tony Finau,The Players,2018,2,0,Ponte Vedra,5/11/18
Tony Finau,The Players,2018,3,-1,Ponte Vedra,5/12/18
Tony Finau,The Players,2018,4,-1,Ponte Vedra,5/13/18
Bubba Watson,The Players,2018,1,-4,Ponte Vedra,5/10/18
Bubba Watson,The Players,2018,2,-1,Ponte Vedra,5/11/18
Bubba Watson,The Players,2018,3,1,Ponte Vedra,5/12/18
Bubba Watson,The Players,2018,4,0,Ponte Vedra,5/13/18
Gary Woodland,The Players,2018,1,2,Ponte Vedra,5/10/18
Gary Woodland,The Players,2018,2,0,Ponte Vedra,5/11/18
Marc Leishman,The Players,2018,1,-1,Ponte Vedra,5/10/18
Marc Leishman,The Players,2018,2,-1,Ponte Vedra,5/11/18
Marc Leishman,The Players,2018,3,-5,Ponte Vedra,5/12/18
Marc Leishman,The Players,2018,4,4,Ponte Vedra,5/13/18
Cameron Smith,The Players,2018,1,4,Ponte Vedra,5/10/18
Cameron Smith,The Players,2018,2,3,Ponte Vedra,5/11/18
Justin Rose,The Players,2017,1,2,Ponte Vedra,5/11/17
Justin Rose,The Players,2017,2,-1,Ponte Vedra,5/12/17
Justin Rose,The Players,2017,3,-1,Ponte Vedra,5/13/17
Justin Rose,The Players,2017,4,8,Ponte Vedra,5/14/17
Brooks Koepka,The Players,2017,1,2,Ponte Vedra,5/11/17
Brooks Koepka,The Players,2017,2,-3,Ponte Vedra,5/12/17
Brooks Koepka,The Players,2017,3,-1,Ponte Vedra,5/13/17
Brooks Koepka,The Players,2017,4,1,Ponte Vedra,5/14/17
Dustin Johnson,The Players,2017,1,-1,Ponte Vedra,5/11/17
Dustin Johnson,The Players,2017,2,1,Ponte Vedra,5/12/17
Dustin Johnson,The Players,2017,3,2,Ponte Vedra,5/13/17
Dustin Johnson,The Players,2017,4,-4,Ponte Vedra,5/14/17
Justin Thomas,The Players,2017,1,1,Ponte Vedra,5/11/17
Justin Thomas,The Players,2017,2,-1,Ponte Vedra,5/12/17
Justin Thomas,The Players,2017,3,7,Ponte Vedra,5/13/17
Jon Rahm,The Players,2017,1,-4,Ponte Vedra,5/11/17
Jon Rahm,The Players,2017,2,0,Ponte Vedra,5/12/17
Jon Rahm,The Players,2017,3,10,Ponte Vedra,5/13/17
Rickie Fowler,The Players,2017,1,-2,Ponte Vedra,5/11/17
Rickie Fowler,The Players,2017,2,2,Ponte Vedra,5/12/17
Rickie Fowler,The Players,2017,3,0,Ponte Vedra,5/13/17
Rickie Fowler,The Players,2017,4,7,Ponte Vedra,5/14/17
Rory McIlroy,The Players,2017,1,1,Ponte Vedra,5/11/17
Rory McIlroy,The Players,2017,2,-1,Ponte Vedra,5/12/17
Rory McIlroy,The Players,2017,3,-1,Ponte Vedra,5/13/17
Rory McIlroy,The Players,2017,4,3,Ponte Vedra,5/14/17
Francesco Molinari,The Players,2017,1,-3,Ponte Vedra,5/11/17
Francesco Molinari,The Players,2017,2,2,Ponte Vedra,5/12/17
Francesco Molinari,The Players,2017,3,-3,Ponte Vedra,5/13/17
Francesco Molinari,The Players,2017,4,-1,Ponte Vedra,5/14/17
Peter Malnati,The Players,2017,1,3,Ponte Vedra,5/11/17
Peter Malnati,The Players,2017,2,3,Ponte Vedra,5/12/17
William McGirt,The Players,2017,1,-5,Ponte Vedra,5/11/17
William McGirt,The Players,2017,2,3,Ponte Vedra,5/12/17
William McGirt,The Players,2017,3,-1,Ponte Vedra,5/13/17
William McGirt,The Players,2017,4,3,Ponte Vedra,5/14/17
Jason Day,The Players,2017,1,-2,Ponte Vedra,5/11/17
Jason Day,The Players,2017,2,0,Ponte Vedra,5/12/17
Jason Day,The Players,2017,3,1,Ponte Vedra,5/13/17
Jason Day,The Players,2017,4,8,Ponte Vedra,5/14/17
Tony Finau,The Players,2017,1,1,Ponte Vedra,5/11/17
Tony Finau,The Players,2017,2,2,Ponte Vedra,5/12/17
Paul Casey,The Players,2017,1,-1,Ponte Vedra,5/11/17
Paul Casey,The Players,2017,2,-3,Ponte Vedra,5/12/17
Paul Casey,The Players,2017,3,5,Ponte Vedra,5/13/17
Paul Casey,The Players,2017,4,-1,Ponte Vedra,5/14/17
Bubba Watson,The Players,2017,1,4,Ponte Vedra,5/11/17
Bubba Watson,The Players,2017,2,3,Ponte Vedra,5/12/17
Gary Woodland,The Players,2017,1,-2,Ponte Vedra,5/11/17
Gary Woodland,The Players,2017,2,3,Ponte Vedra,5/12/17
Gary Woodland,The Players,2017,3,6,Ponte Vedra,5/13/17
Marc Leishman,The Players,2017,1,1,Ponte Vedra,5/11/17
Marc Leishman,The Players,2017,2,3,Ponte Vedra,5/12/17
Cameron Smith,The Players,2017,1,-1,Ponte Vedra,5/11/17
Cameron Smith,The Players,2017,2,5,Ponte Vedra,5/12/17
Justin Rose,The Players,2016,1,-7,Ponte Vedra,5/12/16
Justin Rose,The Players,2016,2,2,Ponte Vedra,5/13/16
Justin Rose,The Players,2016,3,6,Ponte Vedra,5/14/16
Justin Rose,The Players,2016,4,-6,Ponte Vedra,5/15/16
Brooks Koepka,The Players,2016,1,-6,Ponte Vedra,5/12/16
Brooks Koepka,The Players,2016,2,-2,Ponte Vedra,5/13/16
Brooks Koepka,The Players,2016,3,5,Ponte Vedra,5/14/16
Brooks Koepka,The Players,2016,4,1,Ponte Vedra,5/15/16
Dustin Johnson,The Players,2016,1,-2,Ponte Vedra,5/12/16
Dustin Johnson,The Players,2016,2,-2,Ponte Vedra,5/13/16
Dustin Johnson,The Players,2016,3,5,Ponte Vedra,5/14/16
Dustin Johnson,The Players,2016,4,-4,Ponte Vedra,5/15/16
Justin Thomas,The Players,2016,1,-2,Ponte Vedra,5/12/16
Justin Thomas,The Players,2016,2,-4,Ponte Vedra,5/13/16
Justin Thomas,The Players,2016,3,3,Ponte Vedra,5/14/16
Justin Thomas,The Players,2016,4,-7,Ponte Vedra,5/15/16
Rickie Fowler,The Players,2016,1,0,Ponte Vedra,5/12/16
Rickie Fowler,The Players,2016,2,-1,Ponte Vedra,5/13/16
Rory McIlroy,The Players,2016,1,0,Ponte Vedra,5/12/16
Rory McIlroy,The Players,2016,2,-8,Ponte Vedra,5/13/16
Rory McIlroy,The Players,2016,3,3,Ponte Vedra,5/14/16
Rory McIlroy,The Players,2016,4,-2,Ponte Vedra,5/15/16
Francesco Molinari,The Players,2016,1,-6,Ponte Vedra,5/12/16
